Notes,Lab Status,label
"This is a large insect (2 inches?) with a dead bee in its grasp. Looks like the photo in today's Seattle Times (but not like the pictures on this website). This was outside our home in Newcastle, WA.",Negative ID,0
Can you identify for me? It was in some basil in my yard along with many bees.  Doesn't quite match any of the wasps /hornet photos I see here.  I have more photos.,Negative ID,0
We spotted a Asian Giant Hornet on last Wednesday and saw it again in the same place today. We are Surveyors working on a project by the intersection of I5 and 300th St. near Stanwood Wa.  I’ll try and catch it tomorrow.  Hard to see in photo but we st,Negative ID,0
On garlic,Negative ID,0
Could be a paper wasp? Please donot make info public,Negative ID,0
Thing was bigger than any  hornet I’ve ever seen along the bank off south stillagamish river in my back yard haven’t seen anymore,Negative ID,0
Had a large be like creature land on me while we were sitting on my deck. Looked it up after joking it was a murder hornet and thought it was not it. Then saw a pic of what I saw on Tuesday noted as it.... really not sure but pics I took are included,Negative ID,0
"I'm not at all certain that this was an asian giant, but it was 1.5"" long and I cannot find a photo of a PNW wasp that matches up. Kinda freaked me out - please let me know if you know which this is. Photo was taken in 98136.",Negative ID,0
Eating out of our hummingbird feeder,Negative ID,0
Pictures don’t de justice. Face was orange and wasp was size of thumb.,Negative ID,0
he made the regular bees look like little flies. Was checking out all my dead rose buds,Negative ID,0
Dead on our window sill,Negative ID,0
Reporting for another person. Local to me.,Negative ID,0
Found this on our deck in Vancouver WA,Negative ID,0
Found dead on our porch. Picked up in a container.,Negative ID,0
An employee turned this in on July 27th.,Negative ID,0
Not sure what it is but its huge,Negative ID,0
"Initially saw yesterday, so has baked in the sun a bit.  Found on the driveway.",Negative ID,0
Chasing bees in my garden in Auburn.,Negative ID,0
"Two inch orange hornets are digging holes and mounds in our dry, sunny backyard. There are at least 5-10 holes.",Negative ID,0
"3rd sighting, bigger than my adult female pinky finger. Not a good photo but I'd bet $ it's a female Asian hornet based on personal research and resources.",Negative ID,0
Found in swimming pool,Negative ID,0
There was 1 maybe 2 large bees (?) in among numerous other normal size bees  at a boat ramp in central ferry.  I don’t think it’s what you’re looking for but here is a pic,Negative ID,0
Landed next to us on the Magnuson soccer fields. I swatted w my flip flop.,Negative ID,0
"1.5-in yellow/black giant striped bug seen in my yard in Mountlake Terrace, WA. I hadn't heard of the Asian giant hornets when I saw this but took a picture because it was such a surreal-looking bug. I have also reported this through the WISC app. The ph",Negative ID,0
floating in out pond,Negative ID,0
"I sent an earlier notification, but don’t believe my video loaded. Will attach a photo to this one. I have one alive in a container.",Negative ID,0
"I've seen this guy twice, about a week and a half apart. No orange face but... It doesn't look familiar either",Negative ID,0
Observed insect and backyard on bark of a tree,Negative ID,0
I work on a legal Mariuana farm and it was sitting on a marijuana plant. It’s bigger than eat the picture makes it look,Negative ID,0
Found in a pile of wood being cut,Negative ID,0
Going in a f out of my pollinator wasps,Negative ID,0
I was on a walk in puyallup and found this large dead bee.,Negative ID,0
"We discovered a nest of wasps or bees unlike anything I have seen in our neighbor’s field behind our house. The neighbor lives in California and we walk the field and take care of the yard. This nest is unlike anything I’ve seen, but I did not want t",Negative ID,0
Sighted in Magnolia (30th Ave & McGraw),Negative ID,0
Not sure what this is? Was a little bigger than a wasp.,Negative ID,0
Lynwood Transit Center parking lot. Bee was an inch and a half. Squished it because it was by my kids.,Negative ID,0
I collected the insect as it was dead and very dried up. I have it in a zip lock bag. Not 100% sure what kind of bee it is but it is the biggest ive seen.,Negative ID,0
my friends chickens were attacking it she has caught it.,Negative ID,0
Giant Asian killer wasp,Negative ID,0
"This insect was on my deck, it was pretty slow, looked on its last legs. Please follow up with ID. It looked slightly less orange like yellow than murder hornet pics",Negative ID,0
"This specimen was laying on our sidewalk when I returned from a walk this morning. I think it may be a giant Asian hornet?  I have it in a jar, would you like me to save it so someone can check it out? Have you had any other sightings in the area?",Negative ID,0
"We have it trapped, but still alive.",Negative ID,0
It was barley alive in the road but died,Negative ID,0
Have no idea as to what breed these are.  Did get stung and treated with liquid sting tube.,Negative ID,0
giant basketball sized paper nest,Negative ID,0
Saw it in poulsbo WA by the transit center trail,Negative ID,0
"I smashed it, so it is a bit crushed but there are many larvae too.  It is huge.  Maybe a Paper Wasp, but unsure.  What shall I do with them?",Negative ID,0
Hornet went into a hole in the ground,Negative ID,0
Big ass bee bigger than a dragon fly. I'm allergic to bees so I didn't get any closer.,Negative ID,0
We have seen (3) total since the first sighting in our backyard.,Negative ID,0
"killed with hairspray, so it doesn't appear as it did while alive.  Really trying to get through our glass patio door.  Currently preserved in a baggie.",Negative ID,0
Found dead on my deck. My downstairs neighbor found one and killed it. There at least two dead ones in my neighborhood.,Negative ID,0
My shoe is a size 12 in photo,Negative ID,0
Caught after flew inside house,Negative ID,0
The hornets are in my gravel driveway and are about 2 inches long. We're concerned that they are the Asian Giant Hornets.,Negative ID,0
"1211 verona st Bellingham.  Tried to capture, flew away",Negative ID,0
"While pressure washing this guy must have been blown out of the low growth in my flower beds/ground cover. It was stunned for long enough that we got some photos, then regained itself and flew off.",Negative ID,0
this is not an Asian hornet but i couldn't find any other pages. I did a little research and the only insect that looks like this is from England. could you assist,Negative ID,0
"Found on Fruithill road north of Upriver Drive, Spokane Valley",Negative ID,0
There were 3 in the same area,Negative ID,0
Not sure if this is a juvenile invasive hornet or not. But was very persistent in his approach of me. See pics and advise.,Negative ID,0
No idea what this is but someone suggested I report it,Negative ID,0
Large hornet by itself,Negative ID,0
"One large hornet with two smaller ones on its back, the jar is a large 24oz salsa jar for size comparison",Negative ID,0
We saw the bee we believe to be a murder hornet twice. Once on July 19th and then another one the next day.,Negative ID,0
Found dead on the walkway by the house. Looked about 1.5 inches long.,Negative ID,0
Looked much larger before I swatted it with fly swatter,Negative ID,0
"Deck board in background is nominally 3-1/2” wide (indicating the insect was over 1” long).  This picture does not show it well, but the head appeared to be a yellowish color.",Negative ID,0
I noticed 20+ hornets in my yellow jacket traps. They are much larger than the few yellow jackets I also caught in the traps. These large hornets match the above description exactly except that they have yellow legs.,Negative ID,0
Huge stinger,Negative ID,0
Giant Asian Hornet found in grill of car after lifting hood. The hornet is dead but stuck in grill of truck.,Negative ID,0
My husband believes he saw a murder hornet in our backyard. It was around 2 inches long. Our house backs up to a green belt with a lot of blackberry bushes and bees.,Negative ID,0
They were not shy,Negative ID,0
"Doesn't look quite right, but was about 1"" or longer",Negative ID,0
Found in hangar at Grant County Intl Airport. I bagged it if you want it,Negative ID,0
We have them in the back yard,Negative ID,0
Just saw these asian hornets,Negative ID,0
Not too sure about this one.  I spotted one like this yesterday but today I was able to swat it.,Negative ID,0
Two large Mostly black wasps either mating or one is attacking the other.,Negative ID,0
Single wasp by itself. Larger and different than I’ve seen before.,Negative ID,0
Flew by our heads and landed on the ground. I am so sorry I killed him. I got scared and didn’t know you were suppose to capture them until after I already killed and looked it up... I’m sorry. I will watch for more and try to capture if I see anothe,Negative ID,0
Not sure if this is one or not,Negative ID,0
"We caught the Hornet at Port Susan Camping Club on the Tulalip Indian Reservation near Marysville, Washington in Snohomish County. My # is 425-501-0038",Negative ID,0
Back yard. Larger than normal population for body size. One photo has tape measure beneath jar,Negative ID,0
Hive located.  Unsure if asian hornet nest or not.,Negative ID,0
"The video I attached is very hard to see clearly but I am certain this was the murder hornet because I was working at a clients house doing tree removals in Gig harbor, WA when I saw the murder hornet that was right in front of me and my worker and it fl",Negative ID,0
Paper wasp?,Negative ID,0
"Saw this large hornet (?) on my deck in Seattle. Not seen this insect before. It was about 1.25 inches in length. Looking on the internet, it most looked like  an European Hornet but I couldn't find info saying they were found on the west coast. We also",Negative ID,0
Found floating in my kids water table. Unsure of species.,Negative ID,0
found in my backyard on mint plant flowers.,Negative ID,0
"found in our house, biggest bee ive ever seen",Negative ID,0
From home security camera located on the Miller Peninsula in the Diamond Point area just East of Sequim,Negative ID,0
I found it in my windowsill and sucked it into my vacuum. I am worried there is a colony in my yard or on my property. I have two small kids so am very concerned.,Negative ID,0
Almost hit my head,Negative ID,0
Found it in the flower bed among other bees. Could be a sawfly.,Negative ID,0
Not sure what it is but it was an inch and a half.,Negative ID,0
nearly dead in a pool,Negative ID,0
My family and I were camping at Sun Lakes State Park when we saw this huge bee (the picture doesn’t do the size justice) and I thought this has to be that murder hornet!,Negative ID,0
"i killed it and will include a photo not sure if it is one my brother in law wanted me to contact you, if it's not sorry",Negative ID,0
I still have it in a jar if needed.,Negative ID,0
Came in the open window of our car in Quincy Washington it was knocked silly and died not long after,Negative ID,0
Found floating in our swimming pool.  We do have honey bee hives and would like advice on what if anything we can do.,Negative ID,0
"can't tell for sure if these are asian giant hornet, but they were quite large and moving around aggressively (largely around mint flowers in my alley)",Negative ID,0
Looked like bee/wasp.  Burrowing into grassy area near beach in West Seattle.  Many insects? 5?  About 2 inches.  Never seen before.  Orange body.,Negative ID,0
I was out watering my vegetables and saw this very large insect on my lettuce. It looked like a supersized bee.,Negative ID,0
"Lake Stevens, WA",Negative ID,0
"Doesn't have the orange face; but is quite large, and I can't find anything similar in indentification guides on the web, so I thought I should send you pictures.  Please email me if you know what it is.  Thanks.",Negative ID,0
collected a dead hornet at work today and have seen two live ones at home. I'd like traps for both locations if possible.,Negative ID,0
"About 2 inches long, found on ground at new TA truck stop",Negative ID,0
It was eating the wooden sign.,Negative ID,0
Any chance this is an Asian hornet? It was smacked by my windshield. It’s 1.5” but missing some of its body.,Negative ID,0
The insect appears to be distressed and dying.,Negative ID,0
I’m not sure if this is the Asian hornet or Paper wasp but it was huge.,Negative ID,0
This hornet was in our house today. It was 1.5 inches big. And large fat.,Negative ID,0
"It did not fly away.  Thought it was sick or a baby something? We didn't know what the insect was. Upon further investigation, I believe it could be an Asian hornet... the picture I took shows similar characteristics of the Asian Hornet. Big round orange",Negative ID,0
Alive on my windshield. Stayed on for just a bit as I slowly drove from a parked position. Highly unusual situation.,Negative ID,0
Notice couple dead ones on ground started looking around an notice a BUNCH flying around in tree,Negative ID,0
"I dont believe this was an asian giant hornet as the face didn't match but it was 1.25-1.5"" long and body segments 3-4x larger in diameter than a yellow jacket. Found in my garage and was unphased by WHY Spray. Biggest wasp I have ever seen outside of a",Negative ID,0
Large Hornet unusual markings than normal for the area,Negative ID,0
"There were several, husband killed two.  We have it in a container",Negative ID,0
"Black face, one yellow marking between head and tail end, brown and black tail, yellow tips on the antenna and yellow on the legs, no hair on the tail",Negative ID,0
Found on window screen of my home at,Negative ID,0
Saw this on my walk on the NE corner of Cedar Park Crescent and Redmond Ridge Dr in Redmond WA,Negative ID,0
I saw this over a year ago on bainbridge island. It was massive. I took a picture but forgot about it. Please let me know if this looks like an asian giant hornet.,Negative ID,0
I’m not sure if this is a murder hornet but it resembled one. Also excuse the curse word!,Negative ID,0
"I don't observe any yellow stripes except for some markings around the face and legs.  It measures about 1-1/2"" and its stinger is enormous.  It is currently alive and angry.",Negative ID,0
We have caught a murder hornet it is still alive what do we do?,Negative ID,0
"My kitty cat got this one.  It’s about 2 inches long, yellow face, large black eyes, two color stinger - Black toward the tip and orange toward the belly.  Not seen this before, does not match photos of the murder hornet.",Negative ID,0
Very large looks like pictures of,Negative ID,0
Its in a glass jar now and still alive,Negative ID,0
I have it frozen in a jar. I was going to give it to WSU.,Negative ID,0
huge. It was at least 1.5 long. I got a direct shot of bee spray on it to try and ID but it flew off. This thing was huge and scared the crap out of me.,Negative ID,0
"The insect seemed dormant, but I was hesitant to get too close.  Pictures are included.",Negative ID,0
"Found this bee in the living room, hovering and banging into the living room light. It was killed by blead water spray.",Negative ID,0
"Seen in Tacoma, WA, near 15th st and North Cedar.",Negative ID,0
As I was watering my garden I saw hornets that I’ve never seen before foraging on fennel plants. The best picture I could get is attached. I’d like information on building/setting traps. These hornets caught my eye due to their orange-ish color and s,Negative ID,0
2+ inch wasp in my yard. I am used to all wasps and I’ve never seen anything like this before. It had a orange band up on the head but it was a dark orange,Negative ID,0
We reported sighting last week and still seeing them. There is a hole in the ground that they are coming in and out of,Negative ID,0
Don’t think this is an Asian hornet as it has all black body and head with yellow eyes(?). Was flying at my wife while we were doing yard work. I swatted it first with a gloved hand and hit it with a shovel 4 or 5 times on bark. Thought it was dead and,Negative ID,0
"we realize this is not a murder hornet, but have never seen a hornet this large. We live very close to the WSU agriculture department in Puyallup and thought we should report it. Thanks.",Negative ID,0
"Not sure, but believe this is a murder hornet.  Photo isn’t great, but if it is one, there are more over by our city park.  This one was in our shop at Odessa Trading Co.  in Odessa WA.",Negative ID,0
"Large yellow jacket type of wasp found while clearing land in Pacific County, not sure if it’s a Murder Horner",Negative ID,0
Came out of woodpile,Negative ID,0
At least 2 inches long,Negative ID,0
Found this wasp dead in my yard this morning.,Negative ID,0
"1-2 inches long, long wings, mostly black.",Negative ID,0
"This bee has a black head but all other characteristics look like the Asian Giant Bee. It's about 1"" and was hanging around our garbage can.",Negative ID,0
We found this giant wasp-like creature when packing up our truck yesterday after camping at our property in Lebam Washington. I live in Kent WA but was at the property all weekend.  My brother still has the bug in a ziploc bag down in Lebam.  My phone is,Negative ID,0
Found at Seacrest Park cove 1 next to Saltys on alki,Negative ID,0
Was waiting for a bus (stop # 973) in Mukilteo when I felt something around the front of my shirt collar. When landed on the ground I stepped on it. It was about an inch long and because he was so orange I’m curious what he might be as I’ve never see,Negative ID,0
"Aggressive, chased out child whoPosed no thread. Sprayed with hornet/ wasp spray. We thought it was dead but later it was moving in the jar we sealed. We still have it- please advise if we can bring it somewhere!",Negative ID,0
Biggest bee we have ever seen flew into our hot tub and we trapped it under a bucket.,Negative ID,0
"Not sure if it fell out of package I was unwrapping, or if it landed on my toolbox. I killed it and can Stick it in a container",Negative ID,0
We caught one and have it bagged if you want it ?,Negative ID,0
I found this large hornet looking thing today.  It is 1 inch long and attached are pictures.,Negative ID,0
Very large hornet appeared to be digging in the dirt by my shed,Negative ID,0
I believe this is a bald face hornet but from what I read they attack honey bees as well this one was stepped on while attacking a honey bee by its hive.,Negative ID,0
"Found in the gravel, just off the Naches-Wenas Road, during a stop on a bike ride.",Negative ID,0
Asian Hornet??,Negative ID,0
Captured outside home in Kent WA 98031,Negative ID,0
set trap,Negative ID,0
Found it dead at approx 630 pm,Negative ID,0
Found dead on the garage floor.  No others in sight.,Negative ID,0
Tried to get a picture but it took flight. Distinctive pointy stinger and about 2 inches long,Negative ID,0
"Beachview Park, Clarkston, Washington state",Negative ID,0
About an inch long.  Longer if you include the length of stinger.  Almost entirely black with some yellow on legs and antennae.  Still have specimen contained.,Negative ID,0
I have it in a jar,Negative ID,0
Found dead floating in horse water containers,Negative ID,0
Found this under the mat in truck not sure if it’s one of the bees or not. No head this is all that was there.,Negative ID,0
It has a yellow striped body so we wanted to submit it. It was hoving over the grass in the yard and we smashed it. It did not make a loud buzzing noise. It was about 1 inch long,Negative ID,0
Got a photo. Reported earlier.,Negative ID,0
It was in our back yard in Lacey WA,Negative ID,0
"Probably not one, but it was very large.  The wasp was not very fast and about two inches long with a long stinger.",Negative ID,0
"There are three nests that are unusual. I have studied bees in environmental science and the location is between forested land and wetlands. One is on the house and the other two on the two horse stalls. We commonly see other nests, but these are very di",Negative ID,0
Please help us verify what this is,Negative ID,0
This insect immediate caught my attention as my wife & I were setting up our tent at 5:00 PM on 7/29/2020 at the Big Creek Campground south of SR 706 between Ashford and the Nisqually entrance to Mt. Rainier National Park. It swarmed aggressively in our,Negative ID,0
Lethargic and found on cement near people and pets,Negative ID,0
"my driveway is full of huge hornets that appear to have yellow faces, they have numerous holes dug in my gravel driveway and are around 2 inches long. Please let me know if the state wants to check them out or if I should spray them with hornet spray. Th",Negative ID,0
Pretty big. Didn’t make much (if any) noise while it was flying,Negative ID,0
Found dead insect on deck. Doesn't match description completely but has a large stinger (or what appears to be a stinger),Negative ID,0
"Two bees landed on my screen appearing to be fighting. One was much larger than the other, about an inch long.",Negative ID,0
Not sure what we saw but it was big. Didn't seem like a bird. Three pics include info on where it was taken. Hope it isn't one!,Negative ID,0
"We found this nearly dead specimen on the beach in Port Townsend. It was roughly 1.5"" in length - another beach comber bagged it to send in. I thought I would also send this image.",Negative ID,0
"Glengary Rd, Bellingham, WA. There is a big bee nest appeared out of nowhere on top of the mail box.",Negative ID,0
Twitching on ground,Negative ID,0
I reported this yesterday but here are better pictures,Negative ID,0
"Noticed two of these guys flying around, trying to feed off blooms in laurel bushes.  They were very aggressive toward each other and would take off quickly as soon as I approached, hence the poor quality pictures.",Negative ID,0
He was flying very fast at my mom and I. He was almost the size of my pinky.,Negative ID,0
The large insect flew in a section of our yard repeatedly.  It then used its legs to move dirt around and then entered a hole/tunnel in our yard.,Negative ID,0
"Very large hornet, came out of hole in the ground, orange stripe on it",Negative ID,0
"It stands guard on my balcony patio door for hours on sunny days. Have noticed this for the past couple of weeks. I'm familiar with Jellow Jackets, being from the south and this definitely is not that. Hope this helps.",Negative ID,0
"Looks like an enormous bee, but had an orange and some green under belly.  Doesn't look like any of the pictures above.",Negative ID,0
Was flying in my yard when I was cleaning and I slapped it and pinched the back so it wouldn’t fly,Negative ID,0
Not sure if this is of concern but it’s huge.  No wings.,Negative ID,0
"I think it might be a miner bee, but I have never seen anything like it before. I could only get a picture of the grand hole it made.",Negative ID,0
My son said he got bit and they’re trying to next in some freshly cut weeds,Negative ID,0
Found hornet on the interior side of kitchen window screen,Negative ID,0
"This bee died in my pool skimmer, not really sure if its a murder hornet, but its big.",Negative ID,0
I have it in a jar. Not sure if it is baby murder hornet,Negative ID,0
I found a few giant bees on my backyard we caught one and thought it was the only one but today I saw that there are more and they seem to have a nest underground (they keep going under the sand ) I took Picts and video on the photo seems little but it,Negative ID,0
"It was laying by back sliding door, right in front of my doggie door. Was laying there, just barely moving. It had not been there in the morning when I watered.",Negative ID,0
"Just a very large Wasp, I don't think it is a murder wasp.   But I am not an expert.",Negative ID,0
"Looked like a very large bee or hornet  - more than 1 inch long. Had a large stinger on its tail. Sighted flying around my house. Landed on a tree. I swprayed it with RAID, but by the time it I got back with a container to try to get the thing, it was go",Negative ID,0
Bellingham marine park fairhaven,Negative ID,0
Already called in but no response noticed. No news update. No return response. Check your charts for Dogfish Point in Skagit County. On the beach along the bench at the bottom of landscaped steps and a stone bench.,Negative ID,0
About 1.5 to 2 inches,Negative ID,0
"When the leaves dropped from a large maple tree in the yard, a hornet's appeared near the top of the tree, approximately 50 feet above the ground.  It's the size of a soccer ball.  We've near a nest like this in any of our trees.  My wife and I have not",Negative ID,0
I've seen a murder hornet 3 times on my property in grapeview in the last month and have pictures of two bees with detached heads.,Negative ID,0
"Not sure if it's a Asian hornet, it was much larger than most and I've never seen one that looks like this before",Negative ID,0
Killed on a stump in back yard.,Negative ID,0
"It was around two inches long , yellow and black  and it flew.",Negative ID,0
"It was on our porch. We killed it but did not keep it. Not sure it was a ""murder"" hornet",Negative ID,0
I tried to upload a video of a possible sighting in Seattle but don't think it uploaded so I'm sending a screenshot. Please let me know if you'd like the video,Negative ID,0
"Its mostly black, with yellow stripes on legs and yellow striped head. The second picture is for idea of how big. Man holding it is the one who found it.",Negative ID,0
Found the large hornet in our back yard near our pond.,Negative ID,0
Uncertain but could not identify it as other species. It went into a hole in the yard that was made by the insect and it appeared ready to guard it’s den by staring at me until I backed up.,Negative ID,0
This is the second time I’ve seen this in my backyard chewing on my fence.,Negative ID,0
"GPS on photo, looks like 3 holes in ground. About 1.5 to 2 inches",Negative ID,0
"I’m not sure if this is an Asian giant hornet, but it doesn’t look like the other hornet/wasp types on your page. Photos were taken in my backyard in Olympia.",Negative ID,0
"Large bee in grass, over 1 inch long. Sorry, I didn't want to get closer with my camera.",Negative ID,0
Found a dead hornet in my fly trap that appears similar to the giant Asian hornet. My kids think they saw a live one flying in our pasture.,Negative ID,0
"I've been seeing these things on North Camano around the Utsalady area, probably not giant hornets but bigger than I've ever seen. This one was lodged halfway in the ground I think I accidentally stepped on it. Sorry for the blurry picture, I'll take a b",Negative ID,0
have no idea what this is but just in case,Negative ID,0
Video is sketchy but the critter large enough to trigger the motion detector and the see it for >15 yards.,Negative ID,0
"Have found 2 at my house in the past 2 yrs. One found in pool 2 yrs ago, one hit my truck 2 weeks ago",Negative ID,0
Multiple large bees the past week,Negative ID,0
I was told it was aggressive and hitting the window several times,Negative ID,0
"I think I saw an AGH.  After mowing my lawn I saw something big, but didn’t think much about it. Then my mother-in-law mentioned it. I saw it more clearly against the backdrop of my white mini van. It was huge, think, and I thought it was orange.  So I",Negative ID,0
Chopping a stack of firewood and noticed this thing flying around... killed it... hopefully that was the right thing to do :D,Negative ID,0
Digging in sand on Whidbey Island,Negative ID,0
I had a piece of insulation fall out of my roof and it was filled with bees. They were in a bad spot to wait to get a beekeeper so I sprayed them. After they were dead I moved the insulation and several bees fell out including one that is significantly l,Negative ID,0
"We saw this insect dead on the cement near 0Ave and 173rd Street in Surrey, BC",Negative ID,0
Huge wasp with large mandibles,Negative ID,0
Trapped between window and screen last three days,Negative ID,0
The wings look the same but its all black.  We have seen several of these. Some have had yellow stripes but the one we have a picture of doesnt seem to be the same but we are wondering.,Negative ID,0
Saw it flying and was able to knock it down. Several more were seen. We were by the city dumpsters when they were seen.,Negative ID,0
"I sent an alert earlier from my phone and did not have an image at that time.  This one was sent to me.  They said it was about 1.5"" long, and made a clearly audible sound as it fly past them prior to taking the attached picture.",Negative ID,0
It was dead in our driveway,Negative ID,0
It was definitely longer in length before I sprayed.,Negative ID,0
I have it trapped.  Pretty large and would die when I hit it with my flip flop.,Negative ID,0
Found in our pool most likely was there a couple days,Negative ID,0
"The insect was dead when I found it. Not sure how it wound up there, but there are lots of flowering plants in the yard here and always plenty of honey bees.",Negative ID,0
"Looking at your pictures, it looks like a bald-faced hornet.  But wanted to make sure!",Negative ID,0
"Not sure what this is, but its huge. Trapped in a jar. Caught in my backyard in Renton Washington",Negative ID,0
"No orange head however, rather large orange on rear of thorax to end",Negative ID,0
"We observed this bug in Soap Lake, WA. It doesn’t have wings but I didn’t know if maybe they develop those later. Honestly, this thing just looked like nothing I’ve ever seen before so I wanted to submit it to be safe.",Negative ID,0
"I'm not sure if this is one of the murder hornets but just want to be safe than sorry.   This was found near my home here in West Richland, WA",Negative ID,0
"Found around nearby tree by our house, 2 inches long and has a really long stinger",Negative ID,0
I was in my garden when I noticed this! It’s only half or quarter Of a bee but it look larger than normal,Negative ID,0
"Was on the garden hose. It stung (maybe just a bite but there was only one puncture hole) the palm of my hand. Approximately 1.5 inches in length, dark dark brown with thin yellow markings.",Negative ID,0
Seen in Fairwood/Renton,Negative ID,0
"saw two of these on our maple tree with a bad aphid issue that caused most leaves to be covered in ""honeydew"". probably over an inch long and more than twice the size of a wasp. not sure if thorax is black, but definitely orange face and orange  striped.",Negative ID,0
Can you identify this for me. Thank you.,Negative ID,0
Hissing sound when I moved it with my foot,Negative ID,0
"45th and midvale, seattle",Negative ID,0
"ORCAS ISLAND 8/25/2019. My niece noticed this large Bee/Hornet and it was on top of a yellow jacket, beheaded it.",Negative ID,0
"Observed 2 inch plus hornet on my limelight hydrangea flowers.  A typical honeybee landed on top of the hornet, in a way that made us assume the honey bee was attacking this hornet, and the honeybee was 1/4 - 1/3 the size of this hornet.  I immediately r",Negative ID,0
Was a single bee around our bee trap,Negative ID,0
This guy caught my attention because of his size as he flew past my window.  Over an inch long,Negative ID,0
"Found this wasp/hornet WAY larger than a normal wasp/hornet, a little less than 2"" long.    I should have tried to take a picture of it before killing it for easy identification.  Being so far inland I doubt it's an Asian wasp, but I am not qualified to",Negative ID,0
"It was hovering over some flowers at the Magnolia Viewpoint. It looked very much like the picture, and I distinctly recall the orange and black and size of it. It was probably 1.25”",Negative ID,0
"Not sure if this is a giant hornet or not, but it was huge and had a stinger! It came from a wooded area behind our home. Very angry and trying to sting.....",Negative ID,0
Only saw one.,Negative ID,0
On mint plant in backyard. Much larger than other wasps I’ve seen in Seattle,Negative ID,0
Not sure if this is actually an Asian hornet?? Found dead this morning and ants have eaten most of its body.,Negative ID,0
"Found at least 10 while picking blackberries on 184th Ave Se, Issaquah between 4210 & 4204. They were flying around & digging in dirt.",Negative ID,0
"Just saw this in Prosser, WA off of Wine Country Road",Negative ID,0
Notice couple dead ones on ground started looking around seen a BUNCH flying around in tree,Negative ID,0
I wasn’t sure if this is one of those bees of concern. I spotted it on a freshly cut tree stump at my residence in Yelm. If it is not one my apologies.,Negative ID,0
Very big and loud (in a way I haven’t heard before).,Negative ID,0
It was really big and kept flying at my hysband,Negative ID,0
"Maybe a paper wasp, not sure since it has decayed a bit",Negative ID,0
Lake Meridian Park - seen digging underground,Negative ID,0
We found this hornet and it didn’t look like anything I’ve seen before. If this isn’t an Asian Hornet let us know.,Negative ID,0
"I'm not an insect expert, no idea what this was, just looked big with a nasty stinger possibly. Only saw one.",Negative ID,0
Unsure if it’s indeed an Asian hornet but it’s about 1.5” in length. I Saw it flying and smacked it out of the air with a shovel.,Negative ID,0
Also hornets came to my backyard two nights in a row. There are many bee hives in next door property under ground.,Negative ID,0
1/2 to 5/8 inch,Negative ID,0
"Now that it's dead, pretty sure it's a Junebug",Negative ID,0
Hornet flew towards my face and swatted it down and put it in a container,Negative ID,0
"This was found dead outside of our garage on the evening of June 4, 2018. Took pictures because it looked unlike anything we had seen before, but after a few months we threw it away.",Negative ID,0
An employee found this at the transfer station and was concerned it may be a AGH.,Negative ID,0
"I’m not sure and it’s unlikely but since this new/wasp didn’t look like any wasp or bee I’ve seen before, I thought I would send it. On the slim chance it actually is one, better safe than sorry. My apologies if I’m wasting your time.",Negative ID,0
I saw the hornet on the walking path right by gate 9.,Negative ID,0
Found dead.  See attached photo.  No stinger present but it had been squished.,Negative ID,0
Possible Asian giant? Would be good to know.,Negative ID,0
"Flew over us for dinner. Kind of long and blackish. Killed it with Home Depot yellowjacket spray, which made it turn quite black.",Negative ID,0
Three of them sitting on a carrot flower,Negative ID,0
Recorded on Ring camera and compared to wire hanging in forground seems quite large and YELLOW FACE,Negative ID,0
Nest in the ground,Negative ID,0
"It seems longer and larger than a yellow jacket, but it has the dots on it’s back like a Yellowjacket unlike the black lines of a Asian giant hornet.",Negative ID,0
Hard to get a good picture because it was trapped in the vehicles wiper blade mount. The vehicle was parked in the 750 block of Aloha st in the city of Seattle.,Negative ID,0
"This bee was found in Ephrata, WA. It was flying around near my son on our deck. I hit it with my shoe. I don’t know if it was a murder hornet or not. It was big.",Negative ID,0
"Flying solo. Near Gleed, WA",Negative ID,0
I’m not sure if this was a giant Asian hornet but it was GIANT!,Negative ID,0
Bee was dead on driveway.  We have Japanese Knotweed in this area that we've been battling with for years.,Negative ID,0
East Bremerton Kitsap county,Negative ID,0
I watched the insect digging a hole in the ground like digging out a ground nest. I also saw one pull out a carcass or cocoon type thing about the size of the insect itself. They looked between 1-1.5 inches.,Negative ID,0
"Vic Meyers golf course, seemed to be struggling maybe dying. Flopping on ground. Approx 1.5""",Negative ID,0
Has a yellow head but orange body,Negative ID,0
I was told to send this to you guys even though it was 2 years ago. I've seen about 3 since then around george and quincy area. I had no idea we werent supposed to kill them.,Negative ID,0
"Not sure if this is a murder hornet, but I don’t want to take chances. It was in my pool in Spokane, swimming around, and very angry. We were able to get it caught in the event an official needs to see it.",Negative ID,0
flying around a wood pile,Negative ID,0
Its been dead for a while don't know how long found in the soil of a potted tree.,Negative ID,0
digging up sprinkler box and I noticed it flying around. Was able to knock it to ground then kill it,Negative ID,0
large wasp has been frequenting our garden. loves the onion plant flowers,Negative ID,0
Sun targets in Moxee,Negative ID,0
There are potentially 1-3 of them caught between two traps,Negative ID,0
We have seen over 15-20 sightings in the last 2-3 days. Killed 8 total,Negative ID,0
Found dead in my water feature,Negative ID,0
I was getting food I had gone camping with when this big bug came flying out of the space like nobodys business. I am on camano Island and i couldnt trap it so i cut it in half. Here is a picture of it with a quarter for size reference and thentwo halfs,Negative ID,0
